"","user","rec 1","rec 2","rec 3","rec 4","rec 5","rec 6","rec 7","rec 8","rec 9","rec 10"
"634","9952","beastie.boys","the.prodigy","faithless","joy.division","daft.punk","the.cure","the.rolling.stones","justice","tom.waits","the.beatles"
"635","9954","motorhead","apocalyptica","blind.guardian","dream.theater","jimi.hendrix","slayer","sonata.arctica","kreator","pink.floyd","rammstein"
"636","9988","katie.melua","bjork","goldfrapp","jason.mraz","alicia.keys","morcheeba","kings.of.convenience","eels","kate.nash","feist"
"637","9992","afi","the.fray","travis","underoath","jimmy.eat.world","silverstein","serj.tankian","peter.fox","sum.41","queen"
"638","10018","robbie.williams","dido","frank.sinatra","elvis.presley","mika","michael.jackson","amy.winehouse","queen","the.wombats","nelly.furtado"
"639","10020","chimaira","sonic.syndicate","flyleaf","caliban","all.that.remains","sonata.arctica","in.flames","three.days.grace","parkway.drive","seether"
"640","10031","tori.amos","enter.shikari","atreyu","nine.inch.nails","alexisonfire","parkway.drive","the.fray","flyleaf","muse","guano.apes"
"641","10036","atb","black.eyed.peas","timbaland","marilyn.manson","justin.timberlake","beyonce","seeed","evanescence","dido","abba"
"642","10037","u2","coldplay","faithless","the.killers","aerosmith","abba","moby","jamiroquai","queens.of.the.stone.age","kings.of.convenience"
"643","10069","scooter","atb","hoobastank","leona.lewis","cypress.hill","billy.talent","evanescence","papa.roach","avril.lavigne","britney.spears"
"644","10085","the.kooks","the.ting.tings","the.killers","the.subways","travis","ramones","joy.division","depeche.mode","muse","david.bowie"
"645","10101","millencolin","the.wombats","sum.41","the.offspring","beatsteaks","the.strokes","the.kooks","rage.against.the.machine","afi","mando.diao"
"646","10110","guns.n.roses","u2","pink.floyd","abba","hans.zimmer","dire.straits","the.cure","howard.shore","james.blunt","robbie.williams"
"647","10114","nightwish","lacuna.coil","evanescence","subway.to.sally","in.extremo","slayer","in.flames","children.of.bodom","serj.tankian","dropkick.murphys"
"648","10145","apocalyptica","volbeat","marilyn.manson","schandmaul","die.apokalyptischen.reiter","dimmu.borgir","farin.urlaub","subway.to.sally","equilibrium","rob.zombie"
"649","10179","killswitch.engage","all.that.remains","caliban","hatebreed","bring.me.the.horizon","heaven.shall.burn","machine.head","parkway.drive","soilwork","deftones"
"650","10190","the.beatles","gentleman","coldplay","queens.of.the.stone.age","the.strokes","foo.fighters","incubus","tenacious.d","pearl.jam","arctic.monkeys"
"651","10218","norah.jones","duffy","the.rolling.stones","bruce.springsteen","elvis.presley","dire.straits","lily.allen","bob.dylan","frank.sinatra","amy.macdonald"
"652","10220","metallica","lacuna.coil","manowar","sonata.arctica","judas.priest","oomph.","him","marilyn.manson","motorhead","serj.tankian"
"653","10225","foo.fighters","rage.against.the.machine","green.day","peter.fox","the.hives","the.doors","dropkick.murphys","r.e.m.","the.clash","tom.waits"
"654","10226","beirut","the.national","nada.surf","cat.power","the.smiths","death.cab.for.cutie","editors","tegan.and.sara","the.streets","jose.gonzalez"
"655","10227","tori.amos","schandmaul","in.extremo","apocalyptica","the.cure","tom.waits","u2","bob.marley...the.wailers","muse","rammstein"
"656","10242","volbeat","slayer","arch.enemy","tenacious.d","equilibrium","dark.tranquillity","parkway.drive","trivium","slipknot","black.sabbath"
"657","10269","aphex.twin","lily.allen","norah.jones","duffy","mogwai","frank.sinatra","amy.macdonald","nouvelle.vague","kate.nash","thievery.corporation"
"658","10273","papa.roach","nightwish","bullet.for.my.valentine","rammstein","him","serj.tankian","blind.guardian","marilyn.manson","hoobastank","guano.apes"
"659","10326","morcheeba","goldfrapp","boards.of.canada","faithless","portishead","pink.floyd","beastie.boys","aerosmith","jason.mraz","queen"
"660","10354","lacuna.coil","him","subway.to.sally","hoobastank","sonata.arctica","avril.lavigne","papa.roach","flyleaf","rammstein","serj.tankian"
"661","10374","rob.zombie","farin.urlaub","black.sabbath","nirvana","flogging.molly","ac.dc","millencolin","rise.against","bad.religion","marilyn.manson"
"662","10381","david.bowie","the.smiths","depeche.mode","hot.chip","manu.chao","tom.waits","u2","nine.inch.nails","misfits","a.perfect.circle"
"663","10403","him","dream.theater","placebo","rob.zombie","a.perfect.circle","schandmaul","nirvana","nine.inch.nails","subway.to.sally","volbeat"
"664","10406","modest.mouse","beirut","the.national","editors","belle.and.sebastian","mogwai","the.postal.service","the.smiths","jose.gonzalez","babyshambles"
"665","10426","incubus","blink.182","the.subways","mando.diao","nirvana","green.day","hoobastank","die.toten.hosen","franz.ferdinand","coldplay"
"666","10430","trivium","machine.head","slipknot","sonic.syndicate","soilwork","as.i.lay.dying","all.that.remains","seether","breaking.benjamin","heaven.shall.burn"
"667","10433","sum.41","panic.at.the.disco","three.days.grace","godsmack","breaking.benjamin","bloodhound.gang","blink.182","afi","hoobastank","billy.talent"
"668","10441","cypress.hill","jay.z","justin.timberlake","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air"
"669","10461","the.beatles","jimi.hendrix","the.doors","thievery.corporation","led.zeppelin","eric.clapton","portishead","air","moby","dire.straits"
"670","10464","the.strokes","the.libertines","genesis","kaiser.chiefs","the.doors","editors","nada.surf","death.cab.for.cutie","u2","guano.apes"
"671","10471","mando.diao","kaiser.chiefs","razorlight","the.wombats","arctic.monkeys","green.day","beatsteaks","keane","r.e.m.","the.subways"
"672","10483","anti.flag","dropkick.murphys","blink.182","billy.talent","nirvana","hoobastank","afi","rage.against.the.machine","simple.plan","bloodhound.gang"
"673","10495","nirvana","incubus","die.toten.hosen","nickelback","placebo","the.offspring","limp.bizkit","bloodhound.gang","the.white.stripes","seeed"
"674","10504","bob.marley...the.wailers","millencolin","bad.religion","bring.me.the.horizon","dropkick.murphys","anti.flag","tom.waits","all.that.remains","heaven.shall.burn","hatebreed"
"675","10510","mgmt","justice","david.bowie","the.chemical.brothers","the.smiths","the.cure","daft.punk","cocorosie","the.national","deichkind"
"676","10515","motorhead","black.sabbath","arch.enemy","volbeat","iron.maiden","children.of.bodom","ac.dc","hammerfall","opeth","die.apokalyptischen.reiter"
"677","10518","dido","aphex.twin","norah.jones","james.morrison","nouvelle.vague","clueso","boards.of.canada","portishead","bruce.springsteen","mika"
"678","10534","air","morcheeba","thievery.corporation","gorillaz","moby","mogwai","feist","the.chemical.brothers","bjork","the.notwist"
"679","10545","in.extremo","depeche.mode","nightwish","lacuna.coil","guano.apes","howard.shore","serj.tankian","the.offspring","die.toten.hosen","korpiklaani"
"680","10577","slipknot","volbeat","rob.zombie","tenacious.d","sonic.syndicate","children.of.bodom","die.apokalyptischen.reiter","papa.roach","dimmu.borgir","machine.head"
"681","10588","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"682","10610","queens.of.the.stone.age","frank.sinatra","foo.fighters","cat.power","feist","portishead","bright.eyes","a.perfect.circle","aphex.twin","mogwai"
"683","10630","the.offspring","green.day","ac.dc","oasis","the.doors","breaking.benjamin","farin.urlaub","lostprophets","tenacious.d","johnny.cash"
"684","10641","oomph.","him","serj.tankian","rob.zombie","tool","the.smashing.pumpkins","system.of.a.down","gentleman","justice","metallica"
"685","10651","katie.melua","pink","britney.spears","the.pussycat.dolls","duffy","keane","robbie.williams","nelly.furtado","black.eyed.peas","abba"
"686","10655","farin.urlaub","nirvana","bob.marley","bloodhound.gang","the.beatles","dire.straits","blink.182","jimi.hendrix","the.doors","peter.fox"
"687","10656","the.rolling.stones","depeche.mode","howard.shore","elvis.presley","the.doors","abba","r.e.m.","deep.purple","jimi.hendrix","bob.dylan"
"688","10661","the.national","cat.power","stars","interpol","the.smiths","nada.surf","regina.spektor","modest.mouse","beck","the.decemberists"
"689","10685","trivium","alexisonfire","bring.me.the.horizon","caliban","chimaira","soilwork","enter.shikari","all.that.remains","bullet.for.my.valentine","parkway.drive"
"690","10698","green.day","hoobastank","sum.41","papa.roach","serj.tankian","good.charlotte","simple.plan","my.chemical.romance","panic.at.the.disco","farin.urlaub"
"691","10716","the.doors","pink.floyd","bruce.springsteen","the.beatles","aerosmith","johnny.cash","howard.shore","porcupine.tree","tom.waits","bob.marley...the.wailers"
"692","10724","bob.dylan","tom.waits","the.notwist","jose.gonzalez","modest.mouse","eric.clapton","sum.41","mogwai","the.smashing.pumpkins","cat.power"
"693","10732","breaking.benjamin","the.chemical.brothers","gorillaz","papa.roach","nickelback","flyleaf","hoobastank","cypress.hill","bob.marley...the.wailers","linkin.park"
"694","10736","the.beatles","the.rolling.stones","jimi.hendrix","led.zeppelin","dire.straits","elvis.presley","bob.dylan","dream.theater","genesis","tom.waits"
"695","10748","cascada","scooter","atb","abba","a.perfect.circle","ac.dc","adam.green","aerosmith","afi","air"
"696","10752","bright.eyes","regina.spektor","nada.surf","modest.mouse","arcade.fire","beirut","the.postal.service","the.national","the.decemberists","belle.and.sebastian"
"697","10783","in.extremo","justice","jack.johnson","the.postal.service","snow.patrol","the.killers","radiohead","oasis","gorillaz","korpiklaani"
"698","10787","metallica","rob.zombie","motorhead","arch.enemy","volbeat","black.sabbath","nightwish","subway.to.sally","marilyn.manson","schandmaul"
"699","10795","linkin.park","green.day","the.offspring","my.chemical.romance","three.days.grace","hoobastank","blink.182","hans.zimmer","kelly.clarkson","millencolin"
"700","10798","farin.urlaub","the.hives","red.hot.chili.peppers","arctic.monkeys","the.kooks","the.white.stripes","clueso","the.fratellis","foo.fighters","franz.ferdinand"
"701","10799","deep.purple","dire.straits","elvis.presley","johnny.cash","david.bowie","bruce.springsteen","porcupine.tree","tom.waits","aerosmith","depeche.mode"
"702","10812","guns.n.roses","guano.apes","ac.dc","farin.urlaub","nickelback","green.day","the.offspring","beatsteaks","seether","johnny.cash"
"703","10833","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"704","10840","equilibrium","die.apokalyptischen.reiter","opeth","hammerfall","subway.to.sally","volbeat","iron.maiden","schandmaul","motorhead","lacuna.coil"
"705","10841","disturbed","godsmack","staind","britney.spears","christina.aguilera","slipknot","bloodhound.gang","kelly.clarkson","the.fray","lady.gaga"
"706","10854","the.chemical.brothers","justice","crystal.castles","daft.punk","the.cure","u2","beastie.boys","genesis","guns.n.roses","mgmt"
"707","10892","farin.urlaub","limp.bizkit","marilyn.manson","serj.tankian","metallica","the.offspring","slipknot","guano.apes","die.toten.hosen","nirvana"
"708","10906","bob.dylan","tom.waits","kate.nash","adam.green","bob.marley...the.wailers","amy.winehouse","the.cure","elvis.presley","oasis","nada.surf"
"709","10910","equilibrium","korpiklaani","breaking.benjamin","dimmu.borgir","volbeat","limp.bizkit","children.of.bodom","opeth","arch.enemy","manowar"
"710","10915","jamiroquai","nouvelle.vague","massive.attack","morcheeba","thievery.corporation","goldfrapp","frank.sinatra","bjork","daft.punk","boards.of.canada"
"711","10925","morcheeba","bjork","boards.of.canada","yann.tiersen","james.blunt","jose.gonzalez","massive.attack","u2","faithless","radiohead"
"712","10939","guano.apes","staind","three.days.grace","disturbed","stone.sour","breaking.benjamin","the.prodigy","beatsteaks","nickelback","bullet.for.my.valentine"
"713","11004","evanescence","marilyn.manson","him","farin.urlaub","amy.macdonald","nine.inch.nails","guns.n.roses","nickelback","ac.dc","seeed"
"714","11012","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"715","11016","beck","beirut","the.national","yann.tiersen","the.smiths","interpol","cat.power","arcade.fire","the.notwist","nada.surf"
"716","11019","eminem","justin.timberlake","seeed","david.guetta","lenny.kravitz","rihanna","cypress.hill","foo.fighters","bob.marley","the.streets"
"717","11049","the.offspring","green.day","blink.182","anti.flag","lostprophets","simple.plan","farin.urlaub","hoobastank","red.hot.chili.peppers","nine.inch.nails"
"718","11055","aphex.twin","dido","gorillaz","the.chemical.brothers","portishead","air","morcheeba","cypress.hill","boards.of.canada","bob.marley"
"719","11056","radiohead","snow.patrol","depeche.mode","r.e.m.","stars","david.bowie","the.killers","genesis","sufjan.stevens","eels"
"720","11061","pearl.jam","guano.apes","the.white.stripes","beatsteaks","porcupine.tree","papa.roach","bullet.for.my.valentine","placebo","rob.zombie","gorillaz"
"721","11070","the.wombats","the.fratellis","panic.at.the.disco","the.strokes","mando.diao","the.fray","underoath","funeral.for.a.friend","silverstein","kate.nash"
"722","11071","muse","nine.inch.nails","red.hot.chili.peppers","genesis","guns.n.roses","the.white.stripes","guano.apes","dredg","depeche.mode","limp.bizkit"
"723","11072","cascada","elvis.presley","manowar","r.e.m.","guns.n.roses","christina.aguilera","duffy","the.pussycat.dolls","michael.jackson","dido"
"724","11091","staind","chimaira","all.that.remains","bring.me.the.horizon","nine.inch.nails","hatebreed","heaven.shall.burn","sonic.syndicate","tool","rammstein"
"725","11093","bob.dylan","adam.green","pink.floyd","eric.clapton","aphex.twin","aerosmith","the.cure","johnny.cash","mando.diao","arctic.monkeys"
"726","11119","elvis.presley","robbie.williams","queen","james.blunt","madonna","black.eyed.peas","frank.sinatra","jamiroquai","duffy","groove.coverage"
"727","11120","muse","mando.diao","kings.of.leon","franz.ferdinand","the.beatles","bob.marley","feist","the.fratellis","oasis","kate.nash"
"728","11126","peter.fox","cypress.hill","bob.marley","foo.fighters","keane","snow.patrol","my.chemical.romance","blink.182","james.blunt","beatsteaks"
"729","11135","all.that.remains","caliban","slipknot","farin.urlaub","parkway.drive","soilwork","metallica","chimaira","children.of.bodom","tenacious.d"
"730","11137","editors","johnny.cash","david.bowie","the.smiths","queens.of.the.stone.age","the.notwist","modest.mouse","pearl.jam","die.toten.hosen","r.e.m."
"731","11146","apocalyptica","black.sabbath","in.flames","in.extremo","sonata.arctica","hammerfall","kreator","motorhead","equilibrium","schandmaul"
"732","11149","cat.power","beirut","feist","regina.spektor","eels","beck","the.smiths","the.smashing.pumpkins","aphex.twin","the.decemberists"
"733","11167","trivium","parkway.drive","slipknot","bring.me.the.horizon","soilwork","sonic.syndicate","nirvana","tenacious.d","tool","the.used"
"734","11170","the.rolling.stones","dire.straits","bob.marley...the.wailers","jimi.hendrix","the.doors","robbie.williams","tori.amos","feist","elvis.presley","jason.mraz"
"735","11193","schandmaul","beyonce","oomph.","avril.lavigne","leona.lewis","sonata.arctica","black.eyed.peas","rihanna","evanescence","nelly.furtado"
"736","11215","elliott.smith","arcade.fire","hot.chip","modest.mouse","yann.tiersen","interpol","the.notwist","the.killers","cat.power","the.postal.service"
"737","11218","madonna","pink","leona.lewis","robbie.williams","britney.spears","norah.jones","james.blunt","mika","the.fray","katy.perry"
"738","11229","nelly.furtado","christina.aguilera","duffy","katy.perry","lady.gaga","the.pussycat.dolls","britney.spears","amy.winehouse","james.morrison","amy.macdonald"
"739","11247","flyleaf","breaking.benjamin","hoobastank","papa.roach","nickelback","him","serj.tankian","avril.lavigne","foo.fighters","lostprophets"
"740","11251","die.apokalyptischen.reiter","dark.tranquillity","dimmu.borgir","hammerfall","children.of.bodom","subway.to.sally","in.extremo","kreator","schandmaul","arch.enemy"
"741","11267","as.i.lay.dying","bring.me.the.horizon","hatebreed","machine.head","chimaira","lostprophets","sonic.syndicate","enter.shikari","disturbed","soilwork"
"742","11270","dark.tranquillity","arch.enemy","sonata.arctica","finntroll","ensiferum","eluveitie","korpiklaani","slayer","kreator","volbeat"
"743","11306","eric.clapton","genesis","tom.waits","bruce.springsteen","johnny.cash","depeche.mode","the.doors","pink.floyd","jimi.hendrix","the.cure"
"744","11360","oasis","deichkind","lily.allen","seether","franz.ferdinand","razorlight","godsmack","the.hives","the.killers","arctic.monkeys"
"745","11361","the.white.stripes","franz.ferdinand","the.kooks","incubus","the.subways","the.fratellis","placebo","razorlight","kings.of.leon","blur"
"746","11387","gentleman","peter.fox","marilyn.manson","oomph.","system.of.a.down","manu.chao","gorillaz","metallica","nightwish","rob.zombie"
"747","11430","nofx","bad.religion","ramones","flogging.molly","the.white.stripes","kate.nash","millencolin","schandmaul","farin.urlaub","placebo"
"748","11435","equilibrium","ensiferum","korpiklaani","sonata.arctica","amon.amarth","slayer","in.flames","subway.to.sally","dark.tranquillity","manowar"
"749","11459","cascada","gentleman","black.eyed.peas","atb","timbaland","groove.coverage","katy.perry","the.pussycat.dolls","leona.lewis","kanye.west"
"750","11464","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"751","11489","editors","babyshambles","arctic.monkeys","kings.of.leon","kaiser.chiefs","the.fratellis","the.hives","the.national","bright.eyes","the.shins"
"752","11507","tom.waits","the.smiths","the.smashing.pumpkins","the.rolling.stones","jimi.hendrix","hot.chip","the.beatles","the.doors","norah.jones","the.national"
"753","11518","nouvelle.vague","jack.johnson","keane","moby","portishead","amy.macdonald","jamiroquai","robbie.williams","queen","snow.patrol"
"754","11526","audioslave","guns.n.roses","the.beatles","system.of.a.down","die.toten.hosen","rage.against.the.machine","tori.amos","porcupine.tree","dream.theater","ac.dc"
"755","11548","stone.sour","rage.against.the.machine","staind","tenacious.d","farin.urlaub","guano.apes","die.toten.hosen","metallica","him","three.days.grace"
"756","11567","aphex.twin","gorillaz","the.notwist","pearl.jam","alanis.morissette","bob.marley","rage.against.the.machine","oasis","the.offspring","nada.surf"
"757","11592","r.e.m.","aerosmith","guns.n.roses","the.offspring","system.of.a.down","die.toten.hosen","genesis","bruce.springsteen","gentleman","peter.fox"
"758","11628","cat.power","regina.spektor","the.national","the.decemberists","modest.mouse","interpol","kings.of.convenience","tegan.and.sara","nada.surf","the.strokes"
"759","11629","simple.plan","good.charlotte","the.postal.service","editors","interpol","nickelback","muse","silverstein","billy.talent","coldplay"
"760","11668","the.offspring","breaking.benjamin","schandmaul","linkin.park","die.toten.hosen","hammerfall","fall.out.boy","serj.tankian","in.extremo","good.charlotte"
"761","11671","the.rolling.stones","led.zeppelin","frank.sinatra","johnny.cash","elvis.presley","bruce.springsteen","jack.johnson","pink.floyd","manu.chao","dire.straits"
"762","11675","gentleman","bob.marley","morcheeba","daft.punk","thievery.corporation","kanye.west","nouvelle.vague","massive.attack","goldfrapp","frank.sinatra"
"763","11689","norah.jones","james.morrison","foo.fighters","keane","peter.fox","james.blunt","the.offspring","tenacious.d","mika","beatsteaks"
"764","11700","justice","digitalism","mgmt","the.postal.service","snow.patrol","beastie.boys","editors","gorillaz","the.killers","radiohead"
"765","11725","deichkind","eminem","lenny.kravitz","bob.marley...the.wailers","cypress.hill","timbaland","gorillaz","goldfrapp","peter.fox","gentleman"
"766","11730","seeed","nickelback","bob.marley","the.prodigy","clueso","amy.macdonald","kanye.west","a.perfect.circle","abba","ac.dc"
"767","11737","editors","bright.eyes","beirut","nada.surf","beck","modest.mouse","the.postal.service","bloc.party","joy.division","sufjan.stevens"
"768","11795","beck","joy.division","the.postal.service","digitalism","the.shins","interpol","beirut","the.national","bloc.party","editors"
"769","11830","guano.apes","green.day","three.days.grace","system.of.a.down","breaking.benjamin","stone.sour","placebo","muse","nirvana","peter.fox"
"770","11860","staind","guano.apes","papa.roach","stone.sour","seether","audioslave","subway.to.sally","in.extremo","cypress.hill","placebo"
"771","11893","subway.to.sally","equilibrium","blind.guardian","lacuna.coil","schandmaul","die.apokalyptischen.reiter","apocalyptica","amon.amarth","oomph.","dark.tranquillity"
"772","11918","lacuna.coil","arch.enemy","die.apokalyptischen.reiter","judas.priest","hoobastank","three.days.grace","slayer","green.day","blind.guardian","eluveitie"
"773","11936","amy.winehouse","frank.sinatra","jason.mraz","clueso","the.ting.tings","norah.jones","red.hot.chili.peppers","coldplay","bob.marley...the.wailers","incubus"
"774","11948","bob.dylan","the.cure","the.rolling.stones","jimi.hendrix","queens.of.the.stone.age","jose.gonzalez","elvis.presley","yann.tiersen","pearl.jam","led.zeppelin"
"775","11981","sum.41","afi","good.charlotte","simple.plan","panic.at.the.disco","my.chemical.romance","funeral.for.a.friend","jimmy.eat.world","bring.me.the.horizon","queens.of.the.stone.age"
"776","11989","avril.lavigne","him","cascada","kelly.clarkson","the.pussycat.dolls","scooter","britney.spears","justin.timberlake","katy.perry","atb"
"777","12000","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"778","12010","kanye.west","david.guetta","madonna","lenny.kravitz","the.pussycat.dolls","leona.lewis","black.eyed.peas","kelly.clarkson","pink","alicia.keys"
"779","12064","mogwai","radiohead","the.streets","aphex.twin","crystal.castles","digitalism","bjork","eels","hot.chip","the.ting.tings"
"780","12098","ac.dc","metallica","the.white.stripes","jimi.hendrix","kreator","r.e.m.","marilyn.manson","incubus","oasis","the.hives"
"781","12109","blind.guardian","apocalyptica","finntroll","lacuna.coil","dimmu.borgir","eluveitie","kreator","manowar","rammstein","amon.amarth"
"782","12222","him","nightwish","flyleaf","die.toten.hosen","groove.coverage","sonata.arctica","oomph.","scooter","avril.lavigne","hoobastank"
"783","12235","finntroll","ensiferum","amon.amarth","blind.guardian","kreator","die.apokalyptischen.reiter","korpiklaani","children.of.bodom","arch.enemy","black.sabbath"
"784","12274","oasis","kings.of.leon","crystal.castles","the.wombats","keane","arctic.monkeys","hot.chip","incubus","travis","daft.punk"
"785","12275","rammstein","volbeat","arch.enemy","papa.roach","nirvana","system.of.a.down","peter.fox","motorhead","limp.bizkit","die.apokalyptischen.reiter"
"786","12277","hans.zimmer","dire.straits","queen","frank.sinatra","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi"
"787","12291","david.guetta","kanye.west","justin.timberlake","alicia.keys","hoobastank","nelly.furtado","jay.z","the.beatles","the.pussycat.dolls","guano.apes"
"788","12292","eric.clapton","u2","dire.straits","robbie.williams","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi"
"789","12315","kanye.west","kelly.clarkson","cascada","evanescence","james.blunt","gentleman","britney.spears","howard.shore","scooter","seeed"
"790","12341","nine.inch.nails","boards.of.canada","rage.against.the.machine","guano.apes","pearl.jam","him","oomph.","the.notwist","red.hot.chili.peppers","radiohead"
"791","12342","metallica","motorhead","cypress.hill","system.of.a.down","marilyn.manson","rob.zombie","oomph.","ac.dc","ramones","farin.urlaub"
"792","12361","incubus","foo.fighters","the.strokes","jose.gonzalez","the.smashing.pumpkins","rage.against.the.machine","the.killers","coldplay","eels","farin.urlaub"
"793","12392","the.cure","tori.amos","genesis","faithless","marilyn.manson","massive.attack","r.e.m.","aerosmith","bruce.springsteen","robbie.williams"
"794","12400","deftones","porcupine.tree","the.smashing.pumpkins","the.smiths","thievery.corporation","morcheeba","nada.surf","david.bowie","opeth","air"
"795","12402","groove.coverage","cascada","beastie.boys","moby","daft.punk","gorillaz","goldfrapp","michael.jackson","rage.against.the.machine","feist"
"796","12421","soilwork","trivium","machine.head","chimaira","heaven.shall.burn","all.that.remains","parkway.drive","bring.me.the.horizon","dark.tranquillity","slipknot"
"797","12442","farin.urlaub","the.chemical.brothers","incubus","gorillaz","nirvana","guano.apes","billy.talent","cypress.hill","rammstein","foo.fighters"
"798","12450","regina.spektor","kings.of.convenience","jose.gonzalez","cocorosie","snow.patrol","maria.mena","james.morrison","lily.allen","elvis.presley","the.wombats"
"799","12460","breaking.benjamin","hoobastank","papa.roach","nickelback","flyleaf","lostprophets","limp.bizkit","the.prodigy","avril.lavigne","evanescence"
"800","12521","dark.tranquillity","equilibrium","dimmu.borgir","ensiferum","korpiklaani","hammerfall","in.flames","dream.theater","children.of.bodom","in.extremo"
"801","12529","timbaland","eminem","justin.timberlake","david.guetta","bob.marley...the.wailers","peter.fox","deichkind","lenny.kravitz","gentleman","alicia.keys"
"802","12542","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"803","12566","morcheeba","bjork","daft.punk","massive.attack","damien.rice","justice","thievery.corporation","the.chemical.brothers","keane","nouvelle.vague"
"804","12578","belle.and.sebastian","cat.power","elliott.smith","yann.tiersen","tom.waits","mando.diao","regina.spektor","arctic.monkeys","the.hives","ramones"
"805","12597","hoobastank","avril.lavigne","three.days.grace","simple.plan","my.chemical.romance","blink.182","christina.aguilera","good.charlotte","katy.perry","beyonce"
"806","12635","porcupine.tree","black.sabbath","the.cure","kreator","genesis","motorhead","marilyn.manson","metallica","deep.purple","rob.zombie"
"807","12651","radiohead","deftones","the.postal.service","eels","placebo","arctic.monkeys","gorillaz","tool","kaiser.chiefs","amy.winehouse"
"808","12681","judas.priest","in.extremo","apocalyptica","manowar","motorhead","iron.maiden","dimmu.borgir","eluveitie","korpiklaani","die.toten.hosen"
"809","12705","jamiroquai","massive.attack","morcheeba","boards.of.canada","goldfrapp","manu.chao","daft.punk","portishead","jose.gonzalez","the.doors"
"810","12722","elliott.smith","cat.power","the.national","the.clash","the.shins","regina.spektor","tegan.and.sara","modest.mouse","kings.of.convenience","tom.waits"
"811","12747","the.libertines","babyshambles","crystal.castles","belle.and.sebastian","the.streets","sufjan.stevens","joy.division","kings.of.leon","beastie.boys","kings.of.convenience"
"812","12765","elliott.smith","muse","the.white.stripes","beatsteaks","bloc.party","incubus","modest.mouse","the.national","interpol","beck"
"813","12778","dredg","muse","dream.theater","foo.fighters","bob.dylan","the.rolling.stones","deep.purple","frank.sinatra","johnny.cash","the.strokes"
"814","12790","the.rolling.stones","bob.dylan","led.zeppelin","elvis.presley","pink.floyd","yann.tiersen","dire.straits","red.hot.chili.peppers","bob.marley...the.wailers","deep.purple"
"815","12794","green.day","blink.182","sum.41","simple.plan","bloodhound.gang","farin.urlaub","die.toten.hosen","nirvana","red.hot.chili.peppers","papa.roach"
"816","12827","kings.of.convenience","bob.dylan","the.cure","jose.gonzalez","bloc.party","cocorosie","nada.surf","the.strokes","the.smiths","portishead"
"817","12828","elvis.presley","michael.jackson","queen","madonna","robbie.williams","frank.sinatra","duffy","groove.coverage","a.perfect.circle","abba"
"818","12830","green.day","system.of.a.down","papa.roach","my.chemical.romance","farin.urlaub","linkin.park","blink.182","panic.at.the.disco","ac.dc","rage.against.the.machine"
"819","12867","massive.attack","bjork","morcheeba","mogwai","nouvelle.vague","aphex.twin","thievery.corporation","air","the.prodigy","the.notwist"
"820","12881","foo.fighters","nirvana","limp.bizkit","jimi.hendrix","tenacious.d","stone.sour","system.of.a.down","adam.green","billy.talent","the.hives"
"821","12909","jimmy.eat.world","foo.fighters","queens.of.the.stone.age","enter.shikari","alexisonfire","arctic.monkeys","underoath","system.of.a.down","snow.patrol","guano.apes"
"822","12936","audioslave","volbeat","disturbed","godsmack","led.zeppelin","porcupine.tree","johnny.cash","machine.head","tool","cypress.hill"
"823","12955","metallica","yann.tiersen","the.beatles","cypress.hill","keane","johnny.cash","rammstein","kreator","r.e.m.","incubus"
"824","12956","funeral.for.a.friend","the.used","enter.shikari","hoobastank","bullet.for.my.valentine","seether","good.charlotte","panic.at.the.disco","blink.182","nickelback"
"825","12961","arcade.fire","beirut","flyleaf","elliott.smith","the.decemberists","modest.mouse","nada.surf","stars","belle.and.sebastian","the.chemical.brothers"
"826","12968","slayer","arch.enemy","dark.tranquillity","manowar","dream.theater","equilibrium","deep.purple","hammerfall","dimmu.borgir","children.of.bodom"
"827","12978","flyleaf","bring.me.the.horizon","afi","millencolin","funeral.for.a.friend","atreyu","simple.plan","fall.out.boy","the.offspring","rise.against"
"828","13027","oasis","jack.johnson","foo.fighters","peter.fox","the.killers","the.postal.service","pearl.jam","gentleman","snow.patrol","the.doors"
"829","13069","feist","hot.chip","kings.of.leon","the.postal.service","nouvelle.vague","crystal.castles","daft.punk","nada.surf","digitalism","editors"
"830","13105","moby","massive.attack","jay.z","jamiroquai","thievery.corporation","goldfrapp","nouvelle.vague","portishead","justin.timberlake","timbaland"
"831","13114","razorlight","the.subways","franz.ferdinand","the.strokes","the.streets","the.hives","the.wombats","clueso","mgmt","joy.division"
